phrase,target
Net sales of Finnish food industry company L+ï¿½nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007,positive
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year",positive
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008",positive
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work",positive
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth",positive
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006",positive
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year",positive
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators",positive
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,positive
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004",positive
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable",positive
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur",positive
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009",positive
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009",positive
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,positive
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ),positive
"Profit per share was EUR 1.03 , up from EUR 0.87",positive
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products",positive
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year",positive
` By separating side businesses we will be able to faster expand and develop Tapro retail network,positive
Its market share widened to 48.51 percent from 48.31 percent a year earlier,positive
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year,positive
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083",positive
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said",positive
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year",positive
Return on capital employed rose by 4.8 percentage points to 19.6 %,positive
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland",positive
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25",positive
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements",positive
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year",positive
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005",positive
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09,positive
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005,positive
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn,positive
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier,positive
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal",positive
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing",positive
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site,positive
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007,positive
This resulted in improved sales figures in Sweden,positive
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company",positive
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009",positive
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007,positive
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier,positive
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009",positive
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50,positive
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn,positive
That would be an increase from estimated sales of 117 million last year,positive
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year",positive
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago,positive
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively",positive
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009",positive
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009",positive
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects,positive
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives,positive
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia",positive
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn",positive
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn",positive
"Net sales will , however , increase from 2005",positive
Sales of security and system packaging increased slightly,positive
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V,positive
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008",positive
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies",positive
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete",positive
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86,positive
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02",positive
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009,positive
Earnings per share EPS rose to EUR 0.11 from EUR 0.03,positive
"Sales are expected to increase in the end of the year 2006 , however",positive
Sales increased due to growing market rates and increased operations,positive
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009",positive
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn",positive
Passenger volumes rose by 8.4 % in the accounting period,positive
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006",positive
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn,positive
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006,positive
